station	lon     	lat     	v_vert	v_std
TRIV	14.550183	41.766573	1.089	0.387
TRMO	2.724837	44.285430	-0.562	0.449
TRND	-124.150867	41.053886	1.181	0.539
TRO1	18.939644	69.662717	3.192	0.383
TROC	5.075141	46.725589	-0.485	0.224
TROM	18.938328	69.662748	3.946	0.523
TROP	6.601011	43.219484	-0.376	0.146
TROY	-116.530544	34.838597	0.830	0.310
TRTK	100.624165	-1.520751	3.176	1.014
TRUJ	-5.855592	39.479821	-0.037	0.364
TSC2	-86.012114	39.856411	-1.024	0.354
TSTU	-122.224064	46.236868	-1.367	0.663
TTTA	166.216891	-22.011517	-0.285	1.482
TUC2	24.070559	35.533190	-1.878	1.029
TUFA	36.220872	38.260603	1.374	0.644
TUKT	-132.994350	69.438235	-1.265	0.125
TUMW	-122.912161	46.984301	-0.155	0.179
TUNA	-73.363882	5.531329	-0.159	0.418
TUNG	-118.257504	40.403201	0.263	0.188
TUVA	179.196562	-8.525292	-2.302	0.706
TVAN	42.290461	38.529494	0.029	0.811
TWED	153.400257	-28.348921	-1.720	1.644
TWOH	-91.668613	47.044997	-0.985	0.173
TWRI	-122.211924	46.197902	-0.788	0.769
TXAB	-99.756821	32.503258	1.058	0.249
TXAD	-102.543607	32.308009	1.140	0.292
TXAI	-98.068069	27.728368	-0.046	2.079
TXAL	-103.669213	30.380150	0.026	0.236
TXAM	-101.878465	35.153562	1.229	0.118
TXAN	-98.576642	29.491211	-0.014	0.290
TXBE	-97.735460	28.423676	-0.927	0.650
TXBL	-101.473681	31.192737	0.308	0.209
TXBR	-101.397878	35.640283	1.619	0.203
TXBS	-97.290612	30.112850	-0.293	0.206
TXBT	-97.479010	31.032649	-0.595	0.350
TXBW	-98.966844	31.737630	-0.343	0.281
TXC1	-94.160262	31.813691	-0.438	0.518
TXCD	-101.362592	35.101568	0.365	0.312
TXCG	-102.329114	35.688087	0.974	0.224
TXCH	-100.278280	34.459602	0.448	0.128
TXCI	-100.378319	35.920303	0.587	0.436
TXCL	-100.913386	34.951225	2.644	0.390
TXCO	-96.627945	33.165263	-0.694	0.197
TXCS	-99.850478	28.535211	-0.552	0.334
TXCU	-97.276321	29.133863	-0.712	0.274
TXDL	-102.538660	36.077842	2.300	0.297
TXDR	-100.899510	29.364410	0.265	0.244
TXDU	-101.963946	35.893728	2.278	0.222
TXED	-96.634034	28.968245	-1.037	0.809
TXEN	-99.859992	31.217461	-0.820	0.378
TXEP	-100.477446	28.708306	-0.575	0.339
TXFA	-105.849552	31.295863	0.644	0.390
TXFS	-102.866524	30.893907	0.772	0.296
TXGD	-96.932959	30.199070	-0.716	0.342
TXGO	-97.401489	28.667907	-0.420	0.337
TXGR	-97.754446	32.240386	-0.283	0.181
TXGU	-101.405653	36.269851	1.296	0.369
TXHA	-96.921815	29.451092	-0.081	0.495
TXHM	-98.106747	31.699489	-0.322	0.317
TXHO	-99.134450	29.343863	-0.053	0.294
TXHT	-106.042450	31.926521	1.445	0.224
TXJA	-98.145625	33.194821	3.280	0.207
TXKM	-103.108694	31.842604	0.682	0.323
TXKO	-94.332355	30.395474	-2.124	1.868
TXLE	-99.761252	29.739328	-0.155	0.676
TXLI	-94.771031	30.055889	-1.093	0.222
TXLL	-98.678594	30.733536	-0.247	0.130
TXLO	-94.769480	32.483435	-1.138	0.302
TXLR	-99.447928	27.513869	-0.097	0.152
TXLV	-94.921730	30.745197	-1.013	0.526
TXMA	-94.288642	32.535318	-0.120	0.276
TXMI	-95.476966	32.689273	-0.611	0.251
TXMN	-97.661912	31.910083	-0.447	0.352
TXNC	-94.669005	31.667783	-1.115	0.551
TXOL	-98.749699	33.356013	1.339	0.367
TXOZ	-101.197084	30.726192	0.003	0.354
TXPD	-100.289626	34.012307	0.559	0.225
TXPE	-104.357374	29.558649	0.413	0.258
TXPI	-95.594925	31.724494	-1.839	0.538
TXPM	-100.928683	35.534065	1.515	0.392
TXPV	-96.618526	28.638178	-0.817	0.322
TXPY	-100.815536	36.393364	1.667	0.331
TXSA	-100.472887	31.414325	0.116	0.171
TXSC	-101.010639	31.841605	0.643	0.328
TXSF	-102.061745	36.338153	1.580	0.321
TXSG	-97.344172	32.855715	-0.089	0.174
TXSH	-100.218594	35.225935	1.117	0.202
TXSN	-102.409488	30.152578	1.035	0.236
TXSO	-101.807611	32.141172	1.754	0.276
TXSS	-100.644053	30.581174	1.734	0.338
TXSY	-99.258443	33.602434	0.204	0.224
TXTA	-97.445041	30.564225	-0.713	0.193
TXTH	-99.167901	33.178968	0.210	0.247
TXTR	-99.683919	27.735231	-0.115	0.307
TXTU	-101.739353	34.533733	1.376	0.322
TXVE	-99.283174	34.132922	0.182	0.265
TXVG	-102.424377	35.243880	3.593	0.224
TXWH	-96.111751	29.324625	-2.787	1.112
TXWL	-100.202094	34.849738	0.791	0.212
TYNO	-79.870215	43.094971	-0.520	0.386
UCLP	-118.441909	34.069121	0.380	0.287
UCOE	-101.694422	19.813180	-0.608	0.641
UCSB	-119.843810	34.413305	1.443	0.325
UDER	41.547552	40.531284	1.139	0.308
UFDA	-122.667416	47.755009	-1.612	0.587
UFPR	-49.230955	-25.448368	0.381	0.200
ULAB	107.052326	47.865068	1.399	0.213
ULL1	-5.159368	57.894975	3.362	0.526
UMBC	-76.711523	39.256775	-0.293	0.584
UME6	19.509502	63.578139	13.003	1.320
UNAC	-105.205574	40.061207	-0.802	0.436
UNIV	-84.385920	42.285620	-0.951	0.289
UNME	-0.325645	43.321608	-0.542	0.310
UNOV	12.113128	42.715857	1.988	0.708
UNPA	-69.208654	-51.647992	0.419	0.430
UNPG	12.355702	43.119390	1.117	0.231
UNPM	-86.868174	20.868503	-0.345	0.336
UNR2	-114.054350	36.773432	1.836	0.394
UNRO	-60.628426	-32.959353	1.124	0.584
UNSA	-65.407644	-24.727457	1.620	1.052
UNSJ	-68.577061	-31.541258	-0.457	0.758
UNTR	12.673789	42.558679	1.144	0.523
UNUD	13.216475	46.083102	0.078	0.313
UOFM	-83.839673	42.295825	-1.500	0.121
UPG2	12.355793	43.119137	2.015	0.375
UPSA	-118.802279	39.627112	0.061	0.118
UPTA	21.257574	-28.407219	1.599	0.206
URIL	-71.527719	41.488942	-0.285	0.209
URK2	5.602382	52.663729	1.095	0.517
USGC	-116.085334	33.030063	1.182	0.292
USI1	-85.658352	40.557644	-2.349	0.500
USLO	-120.661093	35.311804	2.676	0.250
USMX	-109.681049	29.821654	1.102	0.783
USN3	-77.066274	38.920565	-0.482	0.156
USNO	-77.066225	38.918963	-0.651	0.189
UTEN	25.632764	55.506148	0.486	0.529
UTIE	-1.208585	39.568681	-0.101	0.130
UTR2	5.093097	52.062629	-0.179	0.227
UTUR	-67.205542	-22.242005	2.087	1.206
UYMO	-56.259882	-34.888318	2.096	0.532
UYRO	-53.554826	-34.001005	0.347	0.388
UZHL	22.297619	48.631978	1.085	0.316
VAAS	21.770635	62.961193	9.790	0.188
VACO	13.724178	49.133785	0.127	0.151
VACS	57.497037	-20.297076	-0.952	0.296
VAE6	12.035094	58.693178	4.890	1.373
VAGA	14.234347	41.415439	1.172	0.126
VAGP	-76.499374	37.248621	-2.127	0.470
VAL1	-87.063192	41.466562	-2.266	0.346
VAL6	-77.788462	48.101743	6.073	0.475
VALB	-71.435229	46.843331	1.532	0.562
VALD	-77.564166	48.097057	7.114	0.442
VALY	-79.126581	37.375583	-0.351	0.147
VAN5	-120.563509	34.826615	1.174	0.269
VAN6	-120.563293	34.826459	1.290	0.283
VARE	8.829002	45.813978	0.160	0.367
VARI	-77.402391	37.289976	-0.811	0.157
VARO	-1.368350	49.675706	-0.288	0.159
VARS	31.031193	70.336373	3.236	0.311
VAST	-79.047562	38.160498	-0.139	0.128
VBCA	-62.269227	-38.700769	-0.572	0.315
VBLO	-6.325136	42.939437	-0.279	0.173
VCAP	-72.582378	44.261983	1.327	0.147
VCST	-119.483856	34.851502	1.653	0.260
VDCY	-118.219999	34.178565	1.628	0.264
VDGO	-4.010535	42.515952	-0.198	0.149
VEGA	-7.048848	43.466505	-0.156	0.323
VELO	11.366746	45.788708	0.561	0.403
VER2	11.110521	44.287416	0.964	0.256
VERD	9.235942	52.913469	0.101	0.377
VEXA	169.893211	-43.637706	-3.906	2.282
VEZI	35.466657	41.138001	0.431	0.288
VFCH	1.719673	47.294195	-0.989	0.568
VGKR	175.641309	-39.094403	-3.095	1.029
VGOB	175.542240	-39.199836	-1.180	0.826
VGOT	175.665139	-39.163063	-1.079	1.313
VGPK	175.346407	-39.289271	-0.350	0.679
VGTR	175.548312	-39.298413	-2.025	0.885
VGTS	175.608943	-39.277257	-1.150	0.970
VGTU	25.337676	54.721537	0.165	0.410
VGWH	175.588984	-39.282402	-1.817	1.068
VGWT	175.589695	-39.115141	-2.287	1.722
VICO	-42.869990	-20.761500	3.715	0.354
VICT	-71.980441	46.069033	3.015	0.434
VIKH	-64.798125	17.716183	-1.727	0.559
VIL3	3.249010	46.660307	-0.003	0.434
VIL6	16.559912	64.697804	11.612	1.486
VILL	-3.951980	40.443593	-1.184	0.388
VIMT	-118.514413	34.126447	1.865	0.272
VIN1	-79.393346	43.151837	-1.503	0.424
VIRA	39.751160	37.233667	1.157	0.288
VIS0	18.367317	57.653870	3.392	0.283
VIS1	-7.906254	40.653264	-0.160	0.436
VIS6	18.367365	57.653904	3.752	1.028
VISN	4.949221	44.319857	-1.027	0.432
VIT1	12.103117	42.426417	2.089	0.536
VITH	-64.969213	18.343331	-0.907	0.593
VITT	12.301384	45.993253	2.126	0.660
VIVI	-73.584131	4.074637	-1.500	0.584
VLBA	-7.682745	43.299197	-0.183	0.295
VLC2	12.284878	43.279023	1.794	0.284
VLCH	13.850453	46.607029	0.506	0.284
VLDV	132.196098	43.359569	0.344	1.865
VLIS	3.597329	51.442878	-0.091	0.161
VLKM	14.626064	46.661410	0.359	0.594
VLSG	15.641490	38.224422	0.232	0.176
VLSM	20.588644	38.176827	-0.723	0.481
VMIG	-88.304635	13.396149	-0.582	2.454
VNCX	-118.484540	34.293193	1.818	0.276
VNPS	-118.121155	34.501480	0.777	0.300
VODG	-88.004094	41.794956	-1.292	0.221
VOLT	11.910924	45.384572	1.667	0.245
VOR2	27.002684	57.840163	3.083	0.535
VOUL	3.332772	48.616892	-0.207	0.161
VOUR	4.780750	45.661594	-0.833	0.425
VRE2	6.773610	52.053775	0.035	0.317
VSBO	18.163838	49.833517	1.608	0.195
VTBE	-73.199906	42.882518	0.694	0.297
VTC1	-72.603494	43.939237	0.527	0.228
VTD7	-72.025668	44.397874	2.469	0.218
VTD9	-72.160205	44.950982	2.783	0.226
VTDA	-72.995241	43.349958	0.285	0.345
VTGD	-6.433284	41.008760	-0.170	0.427
VTHA	-72.365883	44.508536	2.711	0.475
VTIP	-71.890515	44.820060	2.344	0.304
VTIS	-118.293819	33.712638	0.297	0.280
VTMI	-73.152610	43.998628	1.191	0.320
VTOX	-72.114340	44.007834	1.608	0.253
VTRU	-72.979422	43.607132	1.254	0.255
VTSA	-73.082584	44.809078	2.776	0.222
VTSP	-72.477570	43.281465	0.862	0.244
VTUV	-73.197886	44.469235	1.361	0.133
VULT	15.616404	40.954942	0.135	0.123
VVLO	13.623231	41.869649	1.444	0.382
WAB2	7.464251	46.923747	0.124	0.100
WACH	-81.882398	27.514184	-0.006	0.175
WAEE	-87.946186	45.386203	-2.052	0.351
WAGN	117.410098	-33.333064	-0.621	0.267
WAHU	177.234413	-39.077210	-2.225	0.642
WAIM	170.920300	-44.655703	-1.225	0.464
WAKA	169.885310	-43.584038	-0.282	0.615
WAMC	-121.273632	45.223830	-1.802	0.536
WANG	174.821447	-39.786879	-2.842	0.917
WANN	3.265993	50.569762	-0.508	0.230
WAR1	-96.770650	48.191374	-0.763	0.357
WARA	128.296174	-25.037201	0.136	0.226
WARD	-120.243137	39.148366	1.545	0.210
WARK	174.662780	-36.434411	-1.343	0.648
WARN	12.101425	54.169788	0.526	0.336
WARR	-83.020382	42.534024	-1.486	0.110
WATC	-118.653886	37.664332	2.354	0.508
WBSH	-92.030163	44.379549	-1.671	0.171
WEIM	0.007631	51.101040	-0.034	0.316
WEIP	141.920459	-12.678319	-0.832	0.908
WEL2	-0.624636	52.307487	-0.766	0.348
WELL	-79.270460	42.994797	-0.887	0.394
WELS	14.020740	48.158345	0.588	0.244
WES1	11.060411	54.527652	0.293	0.162
WES2	-71.493326	42.613335	0.752	0.425
WESG	171.806223	-41.744744	-1.324	0.407
WEST	171.806223	-41.744745	-0.962	0.409
WEYB	1.130338	52.944865	-0.876	0.318
WGTN	174.805893	-41.323456	-1.707	0.561
WGTT	174.781594	-41.290438	-1.311	0.933
WHKT	177.013879	-37.981684	-1.275	1.071
WHNG	174.314567	-35.803769	-1.310	0.302
WHVR	175.451742	-39.730098	-3.651	1.610
WHYT	-117.643455	33.674489	0.330	0.280
WIDC	-116.391781	33.934757	2.132	0.293
WIEN	16.373080	48.218856	1.276	0.300
WIFH	-89.979557	38.605303	-1.513	0.440
WIJK	4.602152	52.504254	-0.309	0.179
WIL1	-76.015308	41.305262	-0.649	0.264
WIL4	4.408700	51.689818	-0.390	0.346
WILI	149.964798	-16.287438	0.339	0.613
WILL	-122.167812	52.236868	1.813	0.196
WILU	120.218368	-26.625680	-0.407	0.288
WIM5	-88.059536	43.193886	-1.583	0.149
WIM6	-88.059871	43.193892	-1.542	0.161
WIN2	-122.140628	37.652651	0.001	0.319
WINS	-64.137021	44.994822	0.395	0.456
WIS5	-92.015214	46.705056	-1.301	0.182
WIS6	-92.015606	46.705110	-1.133	0.184
WITH	173.984196	-41.560655	-0.846	1.575
WIWB	-88.148751	43.420555	-1.814	0.351
WKPK	-118.741517	34.568499	2.260	0.251
WLAD	18.418753	54.796759	0.982	0.364
WLHL	-121.004150	35.972579	1.298	0.337
WLSN	-118.055910	34.226121	1.268	0.247
WLWY	-110.286654	44.639518	9.465	0.795
WMAP	-118.414287	34.259423	2.039	0.260
WMAT	178.408744	-37.825026	-0.255	1.737
WMGA	134.354527	-19.933366	0.816	0.328
WMOK	-98.780525	34.737894	0.768	0.156
WOMT	-116.931665	34.669014	0.677	0.236
WONT	-80.738936	43.132997	-1.185	0.429
WORC	19.445040	-33.644885	0.907	0.366
WOST	-126.604953	50.212361	1.555	0.759
WPAW	176.543005	-39.895878	-0.828	0.717
WPRG	-112.747563	44.629111	1.459	0.410
WRHS	-118.427607	33.958152	1.237	0.454
WRUN	-83.541690	42.234772	-1.580	0.219
WSMN	-106.349830	32.407137	0.238	0.360
WSRT	6.604506	52.914611	0.251	0.122
WTZJ	12.878933	49.144201	0.863	0.441
WTZR	12.878910	49.144198	0.433	0.745
WTZS	12.878630	49.144788	0.496	0.254
WTZZ	12.878903	49.144211	0.036	0.243
WUHN	114.357261	30.531653	-1.885	0.571
WVAT	-81.067889	37.428522	-1.452	0.376
WVBR	-80.277400	39.308032	-0.410	0.447
WVBU	-78.913502	39.338014	-1.441	0.380
WVCV	-79.456953	39.015307	-1.686	0.378
WVHU	-82.424706	38.422957	-0.227	0.337
WVLE	-80.421827	37.822286	-0.701	0.346
WVMF	-78.932505	39.075659	-1.536	0.442
WVMO	-79.969920	39.645890	-0.115	0.483
WVMZ	-81.108779	38.838909	-1.382	0.432
WVNR	-79.858414	38.895704	-1.065	0.410
WVOH	-81.132169	37.998264	-1.652	0.361
WVRA	-81.751351	38.941359	-0.375	0.506
WVS5	-81.166953	39.429240	-1.910	0.379
WVS6	-81.166744	39.429426	-0.789	0.204
WVSH	-80.679551	39.996980	-0.485	0.421
WWLG	147.321679	-33.703427	-1.189	0.316
WWMT	-116.653855	33.955313	1.674	0.412
XMIS	105.688499	-10.449966	0.763	2.100
XMTS	-71.250467	42.063903	0.066	0.196
YAIZ	-13.765512	28.951842	-0.503	0.355
YAKT	129.680301	62.030961	0.972	0.389
YAR2	115.346978	-29.046554	-1.271	0.192
YAR3	115.347153	-29.046493	-0.107	0.179
YARR	115.346974	-29.046590	-0.358	0.357
YEBE	-3.088626	40.524901	-0.447	0.118
YEL2	-114.480846	62.481322	9.193	1.530
YELM	-122.605735	46.948717	-0.772	0.310
YELO	119.645800	-31.290692	-0.591	0.212
YER1	-119.162279	38.992029	0.195	0.435
YFB1	-68.543182	63.731490	4.802	0.246
YIBL	56.112334	22.186459	-1.617	0.250
YKRO	-5.240094	6.870560	0.128	0.265
YONC	-123.298301	43.634111	-0.313	0.731
YORK	-76.740154	39.987030	-0.364	0.366
YOSH	35.209671	32.103834	0.989	0.231
YOZT	34.815931	39.824019	0.504	0.279
YRCM	34.928269	30.991570	1.315	0.102
YSSK	142.716719	47.029736	2.071	0.630
YVET	0.750726	49.615974	-0.428	0.151
YYR1	-60.419467	53.308647	5.628	0.269
Z111	135.871089	33.799083	3.725	1.374
Z113	135.834141	33.520080	1.571	0.910
Z114	134.510027	33.932797	2.878	1.264
Z116	134.484552	33.821978	3.661	1.184
Z118	132.360388	33.202181	3.498	0.866
ZAB1	-106.567348	35.173576	1.816	0.151
ZAB2	-106.567287	35.173575	3.702	0.134
ZAMB	28.311012	-15.425541	-1.208	0.210
ZARA	-0.882161	41.633398	-0.503	0.173
ZAU1	-88.331335	41.782658	-1.489	0.143
ZBW1	-71.480425	42.735720	0.119	0.137
ZECK	41.565067	43.788393	1.105	0.525
ZEFR	-82.164636	28.227595	-0.677	0.207
ZIM2	7.465032	46.877094	0.117	0.299
ZIMM	7.465277	46.877097	0.739	0.153
ZJX1	-81.908184	30.698859	-0.133	0.130
ZLA1	-118.083894	34.603518	0.826	0.287
ZLC1	-111.952176	40.786044	0.132	0.138
ZMA1	-80.319189	25.824612	-0.143	0.138
ZOLE	-119.753358	39.421671	0.198	0.369
ZOUF	12.973552	46.557220	0.429	0.164
ZSE1	-122.188372	47.286994	-1.279	0.346
ZSU1	-65.993476	18.431338	-2.513	1.558
ABOA	-13.407200	-73.043797	1.499	0.841
BACK	-102.478206	-74.430435	9.002	1.533
BENN	-116.459805	-84.786460	9.465	1.225
BERP	-111.884625	-74.545973	19.675	1.283
BREN	-63.025807	-72.672886	3.226	2.259
BRIP	158.469097	-75.795697	0.859	0.558
BURI	155.894081	-79.147488	1.042	0.540
CAPF	-60.558347	-66.012063	3.176	0.960
CAS1	110.519729	-66.283391	0.670	0.633
CLRK	-141.873780	-77.340085	1.718	0.783
CONG	167.085525	-77.534558	1.759	1.230
COTE	161.997854	-77.805878	0.780	0.542
CRDI	-53.199087	-82.861501	2.141	0.693
DAV1	77.972630	-68.577332	-0.161	0.604
DEVI	161.977081	-81.476701	1.666	0.588
DUPT	-62.817002	-64.804902	10.283	0.808
E1G2	167.139585	-77.530352	-2.114	1.688
FALL	-143.631675	-85.306395	6.031	0.879
FIE0	168.423537	-76.144575	-0.381	1.005
FLM5	160.271444	-77.532716	0.872	0.599
FONP	-61.646676	-65.245406	13.504	1.240
FOS1	-68.320754	-71.313321	-0.444	1.064
FTP4	162.564706	-78.927689	1.150	0.591
GMEZ	-68.536553	-73.885470	1.660	0.689
HAAG	-78.287129	-77.037989	4.870	0.789
HOOZ	166.932586	-77.531648	0.271	1.130
HOWE	-149.433558	-87.415704	0.424	0.948
HOWN	-86.767290	-77.528039	0.727	0.619
HTON	-61.730546	-74.080020	3.759	0.914
HUGO	-65.667621	-64.962596	1.149	1.346
IGGY	156.249794	-83.307202	0.729	0.688
JNSN	-66.102174	-73.076509	1.571	0.811
LEHG	167.141107	-77.510646	0.172	1.799
LNTK	-73.903344	-74.835162	2.786	0.685
LPLY	-90.299207	-73.111122	1.610	1.141
LWN0	152.731594	-81.345893	1.033	0.581
MACG	167.246623	-77.532553	-1.259	0.712
MAW1	62.870643	-67.604753	-0.184	0.510
MCAR	-144.303482	-76.322191	3.300	0.937
MCM4	166.669297	-77.838386	0.770	0.807
MCMC	166.669297	-77.838386	0.009	0.561
MCMD	166.669297	-77.838386	0.162	0.561
MIN0	167.163679	-78.650332	0.523	0.813
MKIB	-65.603167	-75.276165	4.594	0.718
NAUS	167.147178	-77.521928	-3.738	1.700
PAL2	-64.051181	-64.775095	4.179	0.717
PALM	-64.050900	-64.775132	4.835	0.832
PATN	-155.022932	-78.030050	2.661	0.969
PECE	-68.556417	-85.611903	-2.455	1.056
RAMG	178.047095	-84.338401	1.765	0.662
ROB4	163.190087	-77.034451	0.924	0.544
ROBN	-59.444659	-65.246503	7.603	1.140
ROTH	-68.126896	-67.571295	2.304	1.599
SCTB	166.757933	-77.849044	-2.729	0.836
SDLY	-125.974516	-77.135292	-3.971	1.484
SUGG	-72.180124	-75.280580	2.489	0.688
SYOG	39.583703	-69.006953	0.391	0.571
THUR	-97.559604	-72.530067	-4.006	0.939
TRVE	-67.554678	-69.988805	1.063	0.689
VESL	-2.841783	-71.673799	1.621	1.084
VNAD	-64.254078	-65.246004	3.893	0.817
WHN0	154.220171	-79.845664	1.039	0.613
WHTM	-104.393166	-82.683246	10.025	1.854
WILN	-80.557948	-80.039774	2.233	1.051
WLCH	-63.820337	-70.729438	-1.283	0.946
BLAS	-22.974720	79.538610	3.356	0.500
LEFN	-26.293460	80.456680	2.147	0.300
JGBL	-31.004200	82.208760	4.534	0.300
KMJP	-33.377080	83.643240	3.826	0.200
JWLF	-45.119830	83.111650	4.816	0.300
HRDG	-44.517370	81.879830	5.419	0.300
KMOR	-63.527390	81.252710	6.094	0.100
SCBY	-59.593620	80.260130	5.800	0.400
KAGZ	-65.852950	79.131960	6.989	0.300
NORD	-16.655450	81.600140	2.850	0.400
DMHN	-18.655680	76.771070	2.378	0.400
LBIB	-23.852940	75.893800	2.374	0.400
YMER	-24.326330	77.432890	1.565	0.500
GMMA	-19.652120	77.809430	3.271	0.200
NRSK	-17.725420	79.155030	4.065	0.200
GROK	-22.903760	78.442700	3.062	0.500
SCOR	-21.950320	70.485340	1.690	0.100
VFDG	-29.817640	70.299920	3.984	0.500
DGJG	-29.850200	71.786530	2.978	0.500
MSVG	-23.912860	72.240820	4.390	0.200
HMBG	-28.129070	73.675980	3.075	0.500
WTHG	-24.308920	73.955200	2.982	0.400
DANE	-20.199830	74.311950	2.088	0.200
MIK2	-31.451800	68.140300	10.387	0.200
KUAQ	-33.052700	68.587000	12.081	1.300
KULU	-37.149350	65.579330	4.438	0.100
UTMG	-43.306410	62.927210	0.659	1.400
HJOR	-41.147870	63.418210	2.865	0.100
TREO	-41.375080	64.277070	3.163	0.500
TIMM	-42.286160	62.535540	2.763	0.200
LYNS	-40.198060	64.430480	2.867	0.200
KBUG	-41.157550	65.143680	2.162	0.800
HEL2	-38.215700	66.401160	5.269	1.300
KSNB	-35.576320	66.863280	4.776	0.500
PLPK	-34.033470	66.897730	6.281	0.200
SENU	-47.141310	61.069580	0.748	0.600
NNVN	-44.901050	61.631880	0.755	0.400
QAQ1	-46.047760	60.715260	0.435	0.100
KELY	-50.944830	66.987420	-0.494	0.100
AASI	-52.793340	68.719320	2.918	0.100
QEQE	-53.522320	69.252630	2.915	0.100
ILUL	-51.060750	69.240410	1.824	0.200
KAGA	-49.814630	69.222300	2.627	1.100
NUUK	-51.731160	64.183550	-1.272	0.300
KAPI	-50.271210	64.432350	-1.166	0.600
THU2	-68.825030	76.537050	3.281	0.100
MARG	-65.694620	77.187040	4.488	0.500
DKSG	-61.677670	76.351620	4.695	0.600
ASKY	-58.257350	75.726130	4.602	0.600
KULL	-57.227060	74.580620	3.705	0.300
SRMP	-54.393700	72.910680	5.413	1.200
RINK	-50.993960	71.848500	2.023	1.100
UPVK	-56.128000	72.788290	2.508	0.100
QAAR	-52.688370	70.740410	3.819	0.200
