station	lon     	lat     	v_vert	v_std
LEAM	-82.599737	42.062058	-1.913	0.435
LEAR	114.103111	-22.218544	0.151	0.418
LEC1	9.406958	45.857275	2.111	0.524
LEEK	-1.981305	53.127807	-0.261	0.282
LEEP	-118.321751	34.134600	1.743	0.498
LEES	-81.807197	28.826229	-0.513	0.208
LEGN	11.268525	45.184093	1.602	0.306
LEIJ	12.374099	51.353981	0.040	0.394
LEIT	-1.914160	43.081976	-0.739	0.325
LEK6	14.877139	60.722188	9.171	1.104
LEMN	25.180565	39.897221	-0.244	0.281
LENE	0.907028	49.149282	-0.562	0.341
LEOC	169.736771	-43.642985	-0.913	1.124
LERI	-1.183721	60.138331	0.229	0.332
LERM	-3.756788	42.026658	-0.279	0.161
LESV	-93.268964	31.142471	-0.068	0.342
LEVI	-71.193468	46.720094	2.041	0.529
LEXA	169.308248	-45.231016	-0.727	0.539
LEYL	176.936729	-39.332319	-2.493	1.287
LFAZ	5.398456	45.116628	-0.170	0.328
LFLS	-94.388701	45.979136	-1.758	0.192
LFOA	165.831616	-21.709372	-3.160	1.737
LFRS	-118.412825	34.095070	1.337	0.220
LGBN	18.157763	-32.972488	1.709	0.128
LGWD	-117.764450	33.640596	0.672	0.427
LHAW	8.127663	53.863224	0.222	0.269
LHAZ	91.104024	29.657332	2.477	0.663
LIAW	146.673082	-41.902264	-0.466	0.216
LIEP	21.016924	56.508880	1.820	0.448
LIMB	24.713479	57.510619	0.968	0.483
LIN3	-78.746946	44.352433	-0.328	0.426
LINC	-119.017287	37.637193	2.237	0.361
LIND	-119.057905	36.359957	2.626	0.424
LINZ	14.283061	48.309782	1.597	0.393
LITT	-116.308239	36.745873	0.387	0.270
LIVE	-3.018225	53.449697	0.012	0.275
LJRN	-118.867739	34.807523	0.932	0.436
LKHU	-95.145755	29.913461	-1.455	0.258
LL01	-117.834953	34.485457	0.642	0.346
LLAS	-117.837930	34.585975	1.512	0.338
LLER	-6.010708	38.236785	-0.518	0.343
LLIV	1.973051	42.478127	-0.221	0.215
LLRG	-112.933491	43.722536	0.773	0.280
LMNO	-97.480738	36.685446	1.071	0.211
LMRR	-119.813116	39.538544	1.465	0.413
LMTS	-70.188973	44.067095	0.800	0.262
LMUT	-111.928314	40.261420	0.156	0.135
LNC1	-121.350235	38.846511	1.047	0.295
LNC2	-121.350549	38.846508	0.991	0.301
LNGB	-122.758316	47.218786	-1.088	0.301
LNMT	-116.939652	35.090202	0.315	0.269
LOCG	-5.446062	56.013536	0.030	0.398
LOD0	9.472716	45.286680	3.166	1.210
LODE	25.646178	57.130549	0.430	0.613
LOFT	-0.863418	54.562945	-0.892	0.440
LOND	-81.247753	42.927955	-1.982	0.438
LONG	-118.003408	34.111899	1.953	0.807
LORD	159.061201	-31.519885	-1.164	0.283
LORS	-117.754067	34.133326	1.537	0.272
LOSA	-2.195179	42.567897	-0.180	0.203
LOU5	-85.298803	38.010306	-0.574	0.210
LOV6	17.828924	59.337894	10.855	1.250
LOVJ	34.615850	67.890968	7.445	0.778
LOWS	-120.594284	35.828709	2.854	0.262
LOY2	-76.237801	36.764017	-1.583	0.284
LOY3	-77.504432	37.622943	-0.687	0.893
LOY8	-77.452635	38.282978	-0.548	0.513
LOYA	-78.889387	38.426091	-0.790	0.663
LOYB	-77.183977	38.728348	-1.875	0.458
LOYC	-78.200730	39.120160	-2.942	0.961
LOYE	-81.711360	38.819103	-1.676	0.370
LOYH	-79.324499	37.302716	-1.145	0.756
LOYI	-78.511785	38.033182	-0.218	0.969
LOYJ	-78.010046	38.472478	-0.624	0.918
LOYK	-76.790632	39.131080	-0.880	0.309
LOYQ	-77.714199	39.634062	-1.146	0.296
LOYS	-78.729977	39.646228	-1.864	0.349
LOYW	-75.847966	37.528062	-0.905	0.307
LOYX	-76.695510	37.276405	-0.562	0.316
LOYY	-78.499156	38.888494	-0.941	0.321
LOZ1	-74.582932	44.619707	8.663	1.137
LOZO	-3.626780	40.933505	-1.003	0.347
LPCG	-117.546364	34.314864	1.653	1.035
LPGS	-57.932299	-34.906746	1.649	0.390
LPIL	167.263781	-20.917987	-1.667	1.356
LPOC	-70.008557	47.341394	2.876	0.138
LROC	-1.219317	46.158942	-0.170	0.109
LS01	-82.456067	37.150093	-0.527	0.326
LS02	-77.411091	37.263313	-0.822	0.314
LS03	-75.959540	36.788740	-1.519	0.313
LS04	-79.957497	37.363102	-0.578	0.264
LS08	-80.219737	38.980346	-0.811	0.338
LSMH	29.781487	-28.557654	1.573	0.139
LSUA	-92.412323	31.178777	-1.195	0.335
LTEC	-92.653265	32.516713	-0.855	0.360
LUCE	7.268193	47.438351	0.441	0.165
LUMT	-75.357542	40.601606	-0.778	0.383
LUVI	4.095893	43.692377	-0.228	0.205
LUZZ	16.287756	39.445996	0.123	0.235
LVEG	-70.531087	19.222715	-1.181	0.588
LVMS	-119.103683	34.733605	1.573	0.359
LWES	-90.349406	29.900365	-0.211	0.290
LYAR	-70.568740	-18.134256	3.958	1.528
LYCO	-77.002323	41.240981	-1.206	0.327
LYSH	18.447592	49.546193	1.608	0.151
LYTT	172.722221	-43.605842	-2.285	0.740
M0SE	12.493259	41.893114	0.513	0.470
MA00	-71.624432	10.673978	1.724	0.538
MA01	-68.057352	-38.951049	-2.798	0.675
MA02	-58.394088	-34.607023	0.359	0.395
MABS	-46.039717	-7.533814	-0.076	0.586
MABZ	10.551041	46.685990	1.888	0.182
MACC	-90.484535	37.845083	-1.150	0.408
MACY	-3.851791	52.588905	0.964	0.145
MAD1	-89.409530	43.036892	-1.885	0.240
MAD2	-4.249659	40.429162	-0.222	0.208
MADO	26.221319	56.853167	0.812	0.419
MADR	-4.249659	40.429162	-0.264	0.228
MAG1	10.629080	45.775374	1.367	0.851
MAGB	11.630332	52.130008	1.099	0.684
MAGJ	150.810386	59.577644	-1.594	1.025
MAGO	-72.146365	45.265643	1.880	0.499
MAHA	173.793817	-41.291387	-0.289	1.291
MAHI	177.907002	-39.152563	-0.251	0.612
MAHO	174.854088	-38.513007	-0.337	0.698
MAID	0.512876	51.272730	-0.689	0.340
MAIR	-89.356753	36.846576	-0.755	0.432
MAJB	171.364521	7.119148	0.316	0.765
MAKO	178.129134	-38.643793	-2.097	1.186
MAKS	7.031524	47.923005	0.254	0.190
MAL2	40.194144	-2.996055	-0.123	0.398
MALP	-113.122476	34.389778	0.874	0.322
MALX	-5.828363	57.006071	2.303	0.626
MALY	38.216890	38.337696	1.623	0.559
MANA	-86.248994	12.148938	-2.725	1.353
MANG	175.574868	-40.668696	-2.155	1.514
MAON	11.130694	42.428180	0.779	0.354
MAR1	-81.954499	35.653725	-0.541	0.141
MAR6	17.258526	60.595144	7.625	0.218
MARD	40.728287	37.310502	3.393	0.230
MARE	2.434324	41.528446	-1.345	1.662
MARJ	12.893476	50.356891	1.114	0.364
MASW	-120.443059	35.832597	3.200	0.281
MAT1	16.704547	40.649062	0.731	0.286
MAT2	-117.436698	33.856760	0.850	0.243
MATE	16.704459	40.649131	0.225	0.238
MATQ	-77.637547	49.758953	9.496	0.294
MATW	177.526203	-38.333846	-0.269	0.607
MAUA	23.528397	-19.902242	0.773	0.444
MAVE	11.827090	46.032139	0.672	0.823
MAYZ	-67.158867	18.217586	-0.621	0.962
MAZK	22.308602	56.314475	0.973	0.234
MBRG	29.454210	-25.773757	1.305	0.159
MC01	-108.528142	39.091226	-0.834	0.381
MC02	-108.490044	39.014699	-0.641	0.295
MC03	-108.730618	39.189946	-0.582	0.214
MC04	-108.973853	38.684165	-0.387	0.158
MC08	-107.977655	39.235717	-0.370	0.256
MCD5	-82.532320	27.849822	-0.755	0.195
MCD6	-82.532594	27.849821	-0.166	0.188
MCLV	138.543379	-35.218014	2.976	1.417
MCN5	-83.560555	32.695324	-0.449	0.193
MCNE	-93.217742	30.180567	-0.334	0.551
MCNL	176.696549	-39.444192	-1.788	0.736
MCON	-81.829206	39.660850	-0.872	0.352
MCRV	15.168151	40.782596	0.942	0.146
MCSO	-122.955749	44.973811	-0.234	0.273
MCTN	-64.834178	46.096389	1.189	0.167
MDO1	-104.014993	30.680511	1.744	0.277
MDOR	4.808957	45.799019	-0.489	0.404
MDPM	-3.483582	42.941324	-0.617	0.158
MDR5	-103.274679	46.905163	-0.621	0.172
MDR6	-103.274494	46.905376	-1.742	0.183
MDRS	-121.130419	44.664030	-1.086	0.602
MDSI	-76.453881	38.318917	-1.446	0.409
MEDA	-6.348556	38.916283	-0.223	0.339
MEDD	-68.743229	44.818726	0.404	0.995
MEE1	-120.758602	36.186903	2.623	0.116
MEE2	-120.766846	36.180524	2.286	0.133
MEGO	-70.451038	43.681140	0.493	0.273
MELA	15.127099	41.706035	0.358	0.326
MELI	-2.951651	35.281189	-0.676	0.560
MEOW	-69.745439	44.296103	1.179	0.526
MERC	-115.979016	36.632512	0.274	0.304
MERI	-89.620317	20.980045	-1.190	0.304
MESP	-70.513089	44.218398	0.835	0.623
METH	171.575299	-43.591352	-2.685	1.097
METR	-83.242770	42.684753	-1.284	0.309
METS	24.395320	60.217472	4.706	0.342
METZ	6.197903	49.103557	0.517	0.227
MFLD	-90.134977	44.636842	-1.179	0.503
MFTC	-105.194266	39.949284	-0.607	0.256
MFTS	-105.194255	39.949278	-0.535	0.214
MGBH	-43.924897	-19.941900	2.341	0.345
MGEF	-88.543026	39.122380	-1.149	0.250
MGIN	-46.328024	-22.318561	3.234	0.269
MGMC	-43.858317	-16.716391	3.930	0.303
MGRP	-46.132552	-19.209859	2.233	0.584
MGUB	-48.256050	-18.919162	2.666	0.317
MHCB	-121.642578	37.341532	1.168	0.420
MHTL	-121.711162	45.328669	-0.391	0.369
MIA3	-80.160170	25.732809	-0.631	0.497
MIAL	-83.428581	45.062989	-0.726	0.202
MIAR	-83.979874	43.982652	-0.912	0.208
MIBH	-86.389798	42.088218	-2.093	0.328
MIC1	5.717355	43.924157	-0.404	0.102
MIC2	-82.668033	43.427982	-2.127	0.418
MICV	-85.516219	41.922701	-1.655	0.157
MICX	-85.263259	45.310339	-0.859	0.424
MIDA	-120.458829	35.921912	1.780	0.340
MIDD	-83.648799	41.955838	-1.456	0.203
MIDS	-83.519722	43.049966	-1.640	0.319
MIDT	-83.005514	42.443664	-0.906	0.326
MIDV	-111.907244	40.621129	1.188	0.354
MIDY	41.357402	37.417401	3.288	0.257
MIGD	-84.644729	45.026584	-0.275	0.287
MIGH	-86.208886	43.007543	-1.496	0.238
MIGL	-84.703591	44.655818	-0.391	0.352
MIHA	-84.812202	44.018485	-1.873	0.429
MIHD	-84.616343	41.888821	-1.914	0.482
MIHL	-84.794839	44.332839	-1.415	0.288
MIHT	-86.364573	43.688056	-1.363	0.334
MIHV	-85.858719	42.886713	-2.189	0.305
MIIR	-88.633373	46.080390	-0.312	0.249
MIIT	-84.591524	43.289046	-0.447	0.291
MIIW	-90.165721	46.470249	-1.526	0.562
MIKK	-85.185430	44.741962	-0.941	0.353
MIKL	31.972841	46.972785	0.603	0.120
MIKS	-84.351288	41.850736	-0.915	0.215
MILA	9.229347	45.479990	1.119	0.359
MILI	-83.414944	42.435052	-1.228	0.259
MIMA	-84.451824	42.564263	-2.313	0.476
MIMK	-86.249344	43.203166	-1.114	0.253
MIMN	-86.162866	44.372476	-1.215	0.402
MIMO	-83.464851	41.924883	-1.176	0.147
MIMQ	-87.378697	46.545548	-0.999	0.298
MIMR	-84.038803	42.153068	-0.331	0.363
MIND	-84.629920	45.384838	-1.187	0.365
MINE	-116.095512	40.148366	0.060	0.179
MING	176.749734	-38.616858	-0.502	1.396
MINH	-82.796506	42.728909	-0.884	0.261
MINI	-86.223771	41.809384	-1.610	0.454
MINS	-119.060899	37.653764	1.477	0.333
MINW	-87.918272	45.790100	-0.868	0.309
MIO2	-84.148706	44.647435	-1.036	0.251
MIOG	-84.126496	44.301610	-0.888	0.245
MION	-85.073790	42.995515	-1.577	0.265
MIOT	-89.299589	46.863500	-0.300	0.311
MIPP	-85.876881	42.219308	-1.775	0.251
MIPV	-83.762186	42.692186	-0.947	0.257
MIPW	-85.657090	42.462947	-0.785	0.158
MIQE	-86.235648	45.966826	-1.040	0.354
MISA	139.487132	-20.736548	1.814	1.510
MISC	-83.834742	42.967827	-1.250	0.135
MISH	-86.264612	42.384165	-1.269	0.283
MISJ	-84.543983	42.964537	-1.061	0.312
MISS	-79.702444	43.576954	-1.151	0.444
MITO	-86.603549	41.800158	-1.607	0.262
MITS	-85.087214	43.301312	-0.355	0.557
MITU	-88.551738	47.111081	-0.784	0.333
MITW	-83.583637	44.279862	-1.094	0.200
MIVA	-83.585355	43.378613	-0.868	0.312
MIWA	-83.006050	42.782537	-0.911	0.125
MIWB	-84.217572	42.676531	-1.349	0.174
MIWC	-85.777796	43.569272	-1.039	0.152
MJPK	-117.550468	33.714480	0.453	0.223
MKMK	101.091416	-2.542667	1.900	2.100
MKPO	126.381413	34.816850	1.066	0.104
MLF6	-87.392222	32.090524	-0.584	0.242
MLFP	-117.317955	33.918402	1.074	0.230
MLGA	-4.435407	36.715600	-0.183	0.280
MLVL	2.587310	48.841057	-0.259	0.366
MMD1	-89.662840	20.931909	-0.697	0.276
MMNO	15.972069	39.869986	1.290	0.444
MNAS	-92.970408	48.294049	-0.883	0.315
MNAX	-95.391503	45.887608	-1.920	0.267
MNBE	-94.122103	43.662879	-1.878	0.133
MNBJ	-94.937643	47.501270	-1.481	0.354
MNBV	-96.378161	43.608308	-1.290	0.178
MNCL	-95.409767	44.949264	-1.487	0.404
MNDN	-96.914658	48.572365	-0.939	0.270
MNDT	-95.859832	46.822980	-1.609	0.346
MNFF	-96.055752	46.273601	-1.654	0.215
MNGP	-93.484072	47.223608	-0.922	0.235
MNGR	-96.494061	45.558303	-1.043	0.219
MNHK	-96.949328	48.772375	-1.558	0.414
MNHN	-92.948325	45.984914	-1.577	0.359
MNJC	-93.273697	46.978297	-0.760	0.371
MNJF	-95.119977	44.083564	-1.069	0.175
MNMA	-93.664104	45.875796	-1.612	0.471
MNMC	-120.434052	35.969471	3.814	0.292
MNME	-94.529175	45.129518	-1.702	0.162
MNMG	-93.878486	48.134604	-2.302	0.387
MNMR	-96.442072	44.936187	-1.508	0.203
MNMS	-95.795701	44.463725	-1.575	0.192
MNRE	-93.906719	47.058526	-2.665	0.310
MNRV	-95.051251	48.789396	-0.714	0.246
MNSB	-95.562153	45.488249	-1.826	0.365
MNSC	-94.931256	45.713040	-1.538	0.386
MNSQ	-94.126741	47.603742	-1.097	0.315
MNSV	-92.482213	43.902521	-1.728	0.228
MNTF	-96.207419	48.119160	-1.427	0.421
MNVI	-92.561521	47.523278	-0.829	0.385
MNVN	-95.054582	46.413442	-1.574	0.326
MNVT	-97.201570	48.970981	-1.599	0.315
MOAL	-94.299706	40.255772	-1.087	0.338
MOBE	-91.215763	37.455364	-0.197	0.486
MOBK	36.569716	55.114883	-1.884	0.451
MOBO	-92.778804	38.931266	-1.073	0.571
MOBS	144.975338	-37.829411	-0.331	0.204
MOBW	-90.744069	37.704935	-0.918	0.314
MOC2	-92.284700	38.992230	-1.358	0.476
MOCD	-92.773097	38.035949	-0.485	0.340
MOCE	-93.539144	39.769185	-0.344	0.333
MOD2	13.880823	41.146054	0.549	0.258
MODB	-120.302831	41.902325	0.430	0.272
MODX	-89.978608	36.806901	-1.366	0.421
MOED	-92.175089	40.186578	-0.846	0.321
MOHL	-91.401399	39.695444	-0.412	0.386
MOHV	-94.320255	38.609198	-0.068	0.298
MOIL	-115.412113	40.710683	0.244	0.146
MOIU	35.290010	0.288320	-1.711	0.287
MOL0	5.117056	51.182560	-0.716	0.415
MOLV	5.841102	48.612320	0.037	0.413
MON2	7.830652	50.431583	0.581	0.583
MON8	-64.830699	46.081896	0.105	0.455
MOND	7.827196	44.388935	0.765	0.348
MONG	23.150738	-15.254119	0.460	0.549
MONP	-116.422347	32.891939	0.986	0.277
MOOF	-90.695781	38.753913	-0.046	0.423
MOPI	17.273876	48.372726	1.019	0.603
MOPN	-93.577521	40.417359	-0.653	0.334
MOR6	-72.746634	40.789405	-0.691	0.213
MORB	9.566835	46.133585	0.280	0.535
MORL	-87.449171	37.965243	-0.306	0.252
MORM	-93.926160	39.277527	-0.253	0.277
MORP	-1.685497	55.212790	1.433	0.339
MOSB	-94.534579	38.830198	-0.694	0.343
MOSH	-92.052731	39.698548	-0.270	0.303
MOST	-91.342551	37.970408	-0.112	0.270
MOTR	-3.520519	36.754766	-0.168	0.324
MOUT	-111.665595	41.046218	3.030	0.290
MOWR	-91.161377	38.814646	-0.304	0.288
MOWS	-91.919883	36.969936	-0.031	0.262
MOWW	-93.361768	38.253367	-0.692	0.331
MPL2	-57.571297	-38.005767	0.353	1.606
MPLE	-84.761748	43.615077	-1.278	0.244
MPRV	0.525538	46.172366	-0.603	0.443
MPUT	-111.633630	40.015599	1.077	0.155
MPWD	-118.878016	34.295511	1.453	0.260
MQZG	172.654705	-43.702736	-1.451	0.385
MRCA	-1.124682	37.992166	-0.500	0.270
MRDM	-117.881685	34.175229	1.621	0.305
MRGE	7.061082	45.769772	1.349	0.132
MRIV	29.987360	-29.208928	0.920	0.248
MRJM	23.369273	54.572937	0.201	0.251
MRKT	-6.503453	54.237112	1.607	0.538
MRLC	15.488742	40.756428	1.164	0.164
MRSD	-121.742039	46.785345	-0.329	0.677
MRY1	-106.043166	34.992084	0.188	0.269
MRYB	139.261708	-35.149558	0.883	1.165
MSB6	-90.690272	34.114272	-0.189	0.230
MSC1	-116.647959	34.038501	1.818	1.496
MSCG	-54.540703	-20.440900	-0.535	0.692
MSCL	-90.733126	33.746704	-0.061	0.301
MSCR	-74.991269	45.227623	3.224	0.659
MSGA	-88.645143	30.394579	-0.763	0.405
MSKY	-86.054585	43.237547	-1.188	0.281
MSLC	25.054696	57.856839	2.000	0.445
MSLK	-119.273810	47.130625	-0.646	0.603
MSME	-88.732446	32.367512	-0.652	0.360
MSOB	-117.210123	34.230844	3.059	0.326
MSOL	-114.108861	46.929405	-0.362	0.268
MSPK	-89.143323	30.779116	-0.571	0.421
MSRT	1.521380	45.541425	-1.553	0.535
MSSC	-89.613869	30.375226	-1.097	0.152
MSTI	16.335621	40.393104	0.823	0.556
MSYZ	-90.411970	32.846361	-0.667	0.284
MT01	12.200560	45.748710	0.462	0.540
MTBA	-52.264732	-15.889970	-0.686	0.389
MTBL	175.536152	-40.181361	-1.845	1.360
MTCO	-55.456263	-10.803864	-0.715	0.642
MTCV	133.206704	-25.945690	0.823	0.277
MTDT	-111.993616	46.588503	0.472	0.343
MTEM	143.448906	-37.587620	2.944	0.465
MTGA	140.781039	-37.833074	0.617	0.911
MTKA	139.561385	35.679515	2.217	2.061
MTLW	-109.442728	47.054153	-0.119	0.367
MTMN	0.879060	46.429358	-0.213	0.323
MTQN	175.241363	-41.001579	-3.907	1.388
MTSF	-50.663507	-11.619279	0.911	0.424
MTSN	15.751194	40.266227	0.687	0.218
MTSR	-55.727413	-12.545234	-0.234	1.072
MTTG	15.699903	38.003087	0.145	0.135
MTTO	12.992745	42.455503	0.292	0.283
MTVR	-82.510667	40.382390	-1.811	0.234
MTWA	40.200156	-10.268996	-2.859	0.489
MUEJ	11.568176	48.149011	0.065	0.223
MUGL	28.364440	37.216358	-0.618	0.657
MURB	12.524725	43.263172	1.010	0.558
MUSB	-119.309350	37.169941	1.779	0.151
MUUS	41.502162	38.793239	3.961	0.777
MVAL	12.406631	43.382116	0.452	0.121
MVEE	26.951990	58.865494	2.285	0.321
MYT2	-110.048514	40.102663	-0.169	0.095
MZAE	-68.150061	-33.254843	-0.031	0.872
MZUZ	34.005947	-11.425098	1.689	0.501
NAHA	31.332088	40.173304	1.527	0.265
NAIU	-112.229626	41.015672	0.175	0.143
NAMA	42.044646	19.211424	0.973	0.192
NAPL	-81.776290	26.148645	-1.240	0.234
NAPO	14.275988	40.870023	1.086	0.333
NARB	2.972587	43.198275	-0.599	0.366
NAS0	-77.462256	25.052539	-0.659	0.245
NAUR	166.925550	-0.551730	0.189	0.585
NAUS	-60.055017	-3.022919	-3.977	0.634
NAV1	-5.545113	39.894856	-1.076	0.384
NBR5	-77.050028	35.175153	-0.673	0.180
NBR6	-77.049820	35.174979	-0.371	0.180
NCAL	-80.213484	35.338147	-0.281	0.141
NCAS	-1.616572	54.979127	0.888	0.228
NCBE	-76.671946	34.719038	-0.235	0.253
NCBR	-82.347194	35.908147	-1.059	0.302
NCBU	-79.436721	36.091559	-0.545	0.137
NCBX	-75.551901	35.266142	-0.217	0.466
NCCA	-79.384751	35.341688	-0.543	0.129
NCCH	-77.874976	34.344515	-1.230	0.249
NCCL	-78.358749	34.990467	-0.453	0.335
NCCO	-80.564204	35.376464	-0.399	0.144
NCCR	-76.473696	35.915822	-0.190	0.676
NCDU	-75.751336	36.181678	-1.465	0.526
NCEC	-77.365415	35.605094	-0.044	0.367
NCEL	-76.258136	36.341339	-1.928	0.486
NCET	-78.519931	34.653785	-0.787	0.146
NCFA	-78.870763	35.034032	-0.850	0.216
NCFF	-77.938551	33.960635	-0.851	0.370
NCG5	-79.744962	36.067677	-1.041	0.185
NCGA	-76.721259	36.436857	-0.697	0.347
NCGO	-78.058498	35.421360	-0.012	0.250
NCHE	-82.501116	35.356088	-0.202	0.398
NCHI	-81.308599	35.741955	-1.435	0.367
NCJA	-77.437590	36.408498	-0.827	0.229
NCJL	-79.034429	35.781257	-0.202	0.264
NCJV	-77.453259	34.746345	-0.933	0.256
NCKN	-77.980545	34.941812	-0.316	0.167
NCLI	-78.811210	35.420159	-0.819	0.141
NCMG	-81.656672	35.707528	-1.342	0.217
NCMU	-83.966496	35.068556	-0.903	0.270
NCNA	-78.019822	35.969193	-1.349	0.214
NCNW	-81.132568	36.166473	-0.209	0.563
NCPI	-75.482323	35.683908	-0.786	0.369
NCRB	-83.796865	35.321033	-0.948	0.443
NCRD	-78.579003	35.763760	-1.171	0.129
NCRE	-79.665711	36.361873	-1.190	0.352
NCRX	-78.998455	36.391134	-1.409	0.387
NCSF	-78.336314	35.563797	-1.141	0.506
NCSH	-81.491149	35.281574	-0.245	0.314
NCSL	-78.390090	33.982563	-0.545	0.245
NCSP	-81.915936	35.365517	-1.374	0.385
NCSR	-81.114709	36.497759	-0.914	0.365
NCST	-80.848749	35.855488	-1.748	0.631
NCSW	-82.423403	35.596129	-0.078	0.302
NCSY	-83.206503	35.347898	-0.842	0.156
NCTA	-77.572614	35.882497	-1.262	0.409
NCTR	-79.870219	35.367187	-0.277	0.392
NCWC	-80.184901	36.372143	-0.688	0.310
NCWH	-78.716486	34.280449	-0.550	0.349
NCWJ	-81.478414	36.393049	-1.434	0.288
NCWR	-78.170491	36.394920	-1.332	0.613
NCWS	-80.227158	36.071029	-0.694	0.247
NCZO	-79.764937	35.630392	-0.338	0.337
NDAP	-114.618629	34.767688	0.093	0.289
NDBC	-89.610277	30.356281	-0.870	0.477
NEA1	25.610370	35.261355	-2.375	1.680
NECO	-97.369492	41.428033	-0.209	0.309
NEHO	-99.362021	40.438314	-0.802	0.314
NELI	-96.712197	40.776315	-1.386	0.503
NELY	-96.459313	41.938262	-0.349	0.326
NEMC	-100.578177	40.199408	-0.623	0.360
NENB	-96.779786	41.462103	-0.189	0.295
NENF	-97.410893	42.036953	-0.887	0.348
NEOM	-96.080402	41.215569	-0.534	0.264
NESA	-64.454005	-40.105393	-1.129	0.284
NETP	-95.334221	29.791156	-0.867	0.707
NEV1	-75.292876	2.937405	-1.095	1.196
NEVS	34.702946	38.616566	0.453	0.246
NEWM	-79.457354	44.053983	-0.095	0.423
NEWR	0.415266	52.266806	-0.141	0.369
NEWS	-117.508936	39.685617	0.991	0.140
NGWR	-75.718448	45.133959	2.243	0.453
NHCO	-71.519858	43.212842	0.822	0.376
NHIL	141.646010	-36.308421	1.766	0.345
NHRG	-119.141259	34.498657	0.966	0.245
NHUN	-70.951909	43.142559	0.164	0.284
NIA1	2.183190	13.479255	-1.250	0.489
NIAG	-79.086387	43.098020	-0.775	0.429
NIC1	14.327398	41.046945	1.949	0.268
NICO	33.396446	35.140987	0.668	0.336
NIGD	34.679437	37.958771	1.111	0.257
NIME	4.356856	43.828596	-0.240	0.192
NINT	-121.797085	47.495098	-1.112	0.465
NISU	-105.262252	39.995425	-1.114	0.408
NIUM	-169.927066	-19.076528	-1.050	0.539
NJCM	-74.802899	39.100674	-0.997	0.368
NJGT	-74.530820	39.474524	-0.334	0.246
NJHC	-74.901119	40.501621	-0.251	0.297
NJI2	-74.177704	40.741482	-0.827	0.234
NJMT	-74.483154	40.796495	-0.329	0.349
NJNT	-74.036556	40.209348	-0.499	0.236
NJOC	-74.193502	39.952793	-0.479	0.469
NJSC	-74.752624	41.058808	-0.152	0.288
NJTR	-74.796690	40.257637	-0.313	0.430
NKLG	9.672124	0.353906	1.398	0.340
NMGR	-107.930114	35.216574	0.465	0.129
NMKM	-89.400388	36.454453	-0.885	0.400
NMRK	-79.364694	43.859223	-0.832	0.416
NMRO	-104.589104	33.394959	0.424	0.103
NOA1	23.864033	38.047064	-0.070	0.584
NOCO	-117.569578	33.919708	1.304	0.287
NOHM	-94.268282	47.883569	-1.674	0.238
NOLA	-90.120187	29.934376	-2.248	1.033
NOMT	-111.629821	45.596919	-0.409	0.147
NOPK	-118.348012	33.979736	3.250	0.472
NOR1	-85.437158	44.255826	-0.997	0.157
NOR7	16.246375	58.590142	6.861	1.267
NORF	167.938832	-29.043346	-1.057	0.200
NORS	121.787240	-32.260020	-0.724	0.199
NOVA	8.613971	45.447229	0.677	0.230
NOYA	75.448952	63.185863	-1.142	0.387
NPLY	174.118174	-39.182556	-0.376	0.609
NPRG	-112.827926	43.597193	0.900	0.411
NRC1	-75.623827	45.454162	4.133	0.484
NRIF	35.036042	30.038419	2.242	0.196
NRIL	88.359778	69.361833	1.946	0.327
NRL1	-77.024403	38.820747	-1.083	0.196
NRRD	175.761338	-40.385438	-0.527	1.741
NSLG	-1.432567	55.008909	6.645	0.577
NSOP	-62.998106	44.780801	-0.168	0.363
NSPT	30.975170	-25.475338	1.769	0.135
NSTG	-1.439239	55.007453	0.666	0.474
NTUS	103.679956	1.345802	1.087	0.864
NTZ1	13.072627	53.329719	0.102	0.556
NU01	9.313358	40.314652	-0.979	0.380
NURK	30.089682	-1.944551	-1.309	0.453
NVAL	-115.158973	37.369937	1.697	0.254
NVCA	-115.172056	36.219780	0.882	0.183
NVLA	-114.579790	35.170626	1.946	0.262
NVPI	-114.450875	37.937045	0.520	0.273
NVPT	0.265091	46.680016	-0.172	0.454
NVSK	83.235443	54.840611	-0.194	0.194
NVSL	-114.921450	35.465909	0.619	0.188
NVTP	-115.329037	36.099174	0.442	0.168
NWBG	-122.975531	45.300052	-0.180	0.235
NWCC	-89.458288	36.416616	-0.703	0.458
NWPT	-117.048090	48.177695	-0.649	0.639
NWRS	-6.930271	52.389456	0.929	0.248
NYA1	11.865309	78.929555	7.857	0.283
NYAL	11.865086	78.929585	7.890	0.271
NYBH	-75.827422	42.109758	-0.272	0.151
NYBP	-74.014323	40.701069	-1.364	0.423
NYBT	-78.122332	42.988331	-0.938	0.155
NYCP	-77.143429	42.187910	-0.308	0.206
NYDV	-77.697949	42.548924	-0.875	0.187
NYET	-73.540518	44.209690	1.776	0.168
NYFD	-79.339650	42.428282	-1.207	0.159
NYFS	-78.143877	42.204674	-0.510	0.147
NYHB	-78.846471	42.717415	-0.619	0.194
NYHC	-75.292748	41.958337	-0.440	0.155
NYHF	-73.568717	43.317683	0.763	0.287
NYHL	-75.449363	44.308773	2.138	0.241
NYHM	-74.995861	43.018426	-0.309	0.238
NYIL	-74.277744	43.782687	1.601	0.261
NYKT	-74.031175	41.936946	-0.653	0.356
NYLC	-73.651495	41.481086	-0.532	0.143
